PCC,SEPCC,dummies,Hstatistic,developed,undeveloped,Logit,lnobs,citations,firstpub,quadratic,Boone,IFrecursive,regulation,OLS,reviewed_journal,ownership,Concentration,FE,endogeneity,NPL,Lerner,global,HHI,macro,Zscore,RE,T,DtoD,sampleyear,GMM,someAveraged,profit_volat,profitability,SLS,capitalization
-0.08228266,0.03169032,1,0,0,0,1,6.8966943,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.06804982,0.04131976,1,0,0,0,1,6.3681872,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.08752918,0.03596932,1,0,0,0,1,6.6424868,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.0839094,0.03598057,1,0,0,0,1,6.6424868,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.10367563,0.04158678,1,0,0,0,1,6.349139,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.08381473,0.03626567,1,0,0,0,1,6.6267177,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.09738257,0.03799871,1,0,0,0,1,6.5308776,2.4510051,2,0,0,0.744,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.09402084,0.04034254,1,0,0,0,1,6.4118183,2.4510051,2,0,0,0.744,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.07816901,0.03226022,1,0,0,0,1,6.8617113,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.07696918,0.03226325,1,0,0,0,1,6.8617113,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.07754514,0.0317024,1,0,0,0,1,6.8966943,2.4510051,2,0,0,0.744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.05620063,0.03176396,1,0,0,0,1,6.8956827,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.05092181,0.0317569,1,0,0,0,1,6.8966943,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.0782732,0.03599713,1,0,0,0,1,6.6424868,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.05326331,0.03605665,1,0,0,0,1,6.6424868,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.0692525,0.03602122,1,0,0,0,1,6.6424868,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.07165678,0.03601509,1,0,0,0,1,6.6424868,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
-0.09393353,0.04336808,1,0,0,0,1,6.2672005,2.4510051,2,0,0,0.744,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.3025851,0,0,0,0,0,0,0,0
0.00829536,0.00434456,0,0,1,0,0,10.877594,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1.9459101,0,9.5,1,1,0,0,0,0
0.01068532,0.00432366,0,0,1,0,0,10.887194,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1.9459101,0,9.5,1,1,0,0,0,0
0.00916967,0.00432372,0,0,1,0,0,10.887194,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1.9459101,0,9.5,1,1,0,0,0,0
-0.00353322,0.00421784,0,0,1,0,0,10.93685,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1.9459101,0,9.5,1,1,0,0,0,0
-0.00874138,0.00419711,0,0,1,0,0,10.94664,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1.9459101,0,9.5,1,1,0,0,0,0
-0.01202863,0.00419697,0,0,1,0,0,10.94664,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1.9459101,0,9.5,1,1,0,0,0,0
-2.96E-05,0.00421787,0,0,1,0,0,10.93685,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1.9459101,0,9.5,1,1,0,0,0,1
