PCC_w,SEPCC_w,dummies_w,Hstatistic_w,developed_w,undeveloped_w,Logit_w,lnobs_w,citations_w,firstpub_w,quadratic_w,Boone_w,IFrecursive_w,regulation_w,OLS_w,reviewed_journal_w,ownership_w,Concentration_w,FE_w,endogeneity_w,NPL_w,Lerner_w,global_w,HHI_w,macro_w,Zscore_w,RE_w,T_w,DtoD_w,sampleyear_w,GMM_w,someAveraged_w,profit_volat_w,profitability_w,SLS_w,capitalization_w
0.0016694,0.0003949,0,0,0,0,0,0.3362964,0.0663615,0.4074074,0,0,0.0220741,0,0,0.037037,0,0,0.037037,0.037037,0,0.037037,0.037037,0,0,0,0,0.0813787,0.037037,0.3888889,0,0,0,0,0,0
0.0020914,0.0003703,0,0,0,0,0,0.3410124,0.0663615,0.4074074,0,0,0.0220741,0,0,0.037037,0,0,0.037037,0.037037,0,0.037037,0.037037,0,0,0,0,0.0949981,0.037037,0.3888889,0,0,0,0,0,0
0.0017105,0.0003438,0,0,0,0,0,0.3465537,0.0663615,0.4074074,0,0,0.0220741,0,0,0.037037,0,0,0.037037,0.037037,0,0.037037,0.037037,0,0,0,0,0.0977429,0.037037,0.3888889,0,0,0,0,0,0
0.0012666,0.0030939,0,0,0,0.05,0,0.278226,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0.05,0,0.05,0.05,0.05,0,0,0,0,0.1098612,0,0.625,0,0,0,0,0,0
-0.0002236,0.0030949,0,0,0,0.05,0,0.278226,0.0437734,0.35,0,0,0.00025,0,0,0.05,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0.1098612,0,0.625,0,0,0,0,0,0
-0.0041274,0.0032928,0,0,0,0.05,0,0.2716861,0.0437734,0.35,0,0,0.00025,0,0,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0.1098612,0,0.625,0.05,0,0,0,0,0
-0.0042159,0.0035142,0,0,0,0.05,0,0.2651652,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0.1098612,0,0.625,0.05,0,0,0,0,0
-0.0015289,0.0035251,0,0,0,0.05,0,0.2651652,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0.1098612,0,0.625,0.05,0,0,0,0,0
0.0037389,0.0030687,0,0,0,0.05,0,0.2787974,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0.1098612,0,0.625,0,0,0,0,0,0
0.0044906,0.0030649,0,0,0,0.05,0,0.2787974,0.0437734,0.35,0,0,0.00025,0,0,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0.1098612,0,0.625,0,0,0,0,0,0
0.0074925,0.0032317,0,0,0,0.05,0,0.2727661,0.0437734,0.35,0,0,0.00025,0,0,0.05,0.05,0,0,0.05,0.05,0,0.05,0,0,0,0,0.1098612,0,0.625,0.05,0,0,0,0,0
0.0037705,0.0034822,0,0,0,0.05,0,0.2661505,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.1098612,0,0.625,0.05,0,0,0,0,0
0.0071449,0.0034563,0,0,0,0.05,0,0.2661505,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.1098612,0,0.625,0.05,0,0,0,0,0
0.0050686,0.0030731,0,0,0,0.05,0,0.2784172,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0.05,0,0,0.05,0.05,0,0,0.05,0,0.1098612,0,0.625,0,0,0,0,0,0
0.0084672,0.0030444,0,0,0,0.05,0,0.2784172,0.0437734,0.35,0,0,0.00025,0,0,0.05,0.05,0,0,0,0,0.05,0.05,0,0,0.05,0.05,0.1098612,0,0.625,0,0,0,0,0,0
0.0072815,0.0032689,0,0,0,0.05,0,0.2716861,0.0437734,0.35,0,0,0.00025,0,0,0.05,0.05,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0.1098612,0,0.625,0.05,0,0,0,0,0
0.0039195,0.0035159,0,0,0,0.05,0,0.2651652,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0.1098612,0,0.625,0.05,0,0,0,0,0
0.0080144,0.0034811,0,0,0,0.05,0,0.2651652,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0.1098612,0,0.625,0.05,0,0,0,0,0
-0.0072202,0.0030166,0,0,0,0.05,0,0.2797356,0.0437734,0.35,0,0,0.00025,0,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0.1098612,0,0.625,0,0,0,0,0,0
