PCC_w,SEPCC_w,dummies_w,Hstatistic_w,developed_w,undeveloped_w,Logit_w,lnobs_w,citations_w,firstpub_w,quadratic_w,Boone_w,IFrecursive_w,regulation_w,OLS_w,reviewed_journal_w,ownership_w,Concentration_w,FE_w,endogeneity_w,NPL_w,Lerner_w,global_w,HHI_w,macro_w,Zscore_w,RE_w,T_w,DtoD_w,sampleyear_w,GMM_w,someAveraged_w,profit_volat_w,profitability_w,SLS_w,capitalization_w
-0.0028563,0.0013319,0.0416667,0,0,0,0.0416667,0.2867255,0.1735032,0.125,0,0,0.0099583,0,0,0.0416667,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0045584,0.0013271,0.0416667,0,0,0,0.0416667,0.2867255,0.1735032,0.125,0,0,0.0099583,0,0,0.0416667,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0032253,0.0013209,0.0416667,0,0,0,0.0416667,0.2873623,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0043661,0.0012251,0.0416667,0,0,0,0.0416667,0.2934286,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0027906,0.0012291,0.0416667,0,0,0,0.0416667,0.2934286,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0053431,0.0020408,0.0416667,0,0,0,0.0416667,0.2506732,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0.0416667,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0026396,0.0013223,0.0416667,0,0,0,0.0416667,0.2873623,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0030588,0.0013213,0.0416667,0,0,0,0.0416667,0.2873623,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0034284,0.0013204,0.0416667,0,0,0,0.0416667,0.2873623,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0028354,0.0017217,0.0416667,0,0,0,0.0416667,0.2653411,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.003647,0.0014987,0.0416667,0,0,0,0.0416667,0.2767703,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0034962,0.0014992,0.0416667,0,0,0,0.0416667,0.2767703,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0043198,0.0017328,0.0416667,0,0,0,0.0416667,0.2645475,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0034923,0.0015111,0.0416667,0,0,0,0.0416667,0.2761132,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0040576,0.0015833,0.0416667,0,0,0,0.0416667,0.2721199,0.1021252,0.0833333,0,0,0.031,0,0,0,0.0416667,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0039175,0.0016809,0.0416667,0,0,0,0.0416667,0.2671591,0.1021252,0.0833333,0,0,0.031,0,0,0,0.0416667,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.003257,0.0013442,0.0416667,0,0,0,0.0416667,0.2859046,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.003207,0.0013443,0.0416667,0,0,0,0.0416667,0.2859046,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.003231,0.0013209,0.0416667,0,0,0,0.0416667,0.2873623,0.1021252,0.0833333,0,0,0.031,0.0416667,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0023417,0.0013235,0.0416667,0,0,0,0.0416667,0.2873201,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0021217,0.0013232,0.0416667,0,0,0,0.0416667,0.2873623,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0032614,0.0014999,0.0416667,0,0,0,0.0416667,0.2767703,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0022193,0.0015024,0.0416667,0,0,0,0.0416667,0.2767703,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0028855,0.0015009,0.0416667,0,0,0,0.0416667,0.2767703,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0029857,0.0015006,0.0416667,0,0,0,0.0416667,0.2767703,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
-0.0039139,0.001807,0.0416667,0,0,0,0.0416667,0.2611333,0.1021252,0.0833333,0,0,0.031,0,0,0,0,0.0416667,0,0,0,0,0.0416667,0,0.0416667,0,0,0.095941,0,0,0,0,0,0,0,0
0.0009217,0.0004827,0,0,0.1111111,0,0,1.208622,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0.1111111,0.1111111,0.1111111,0,0,0,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0
0.0011873,0.0004804,0,0,0.1111111,0,0,1.209688,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0.1111111,0,0.1111111,0.1111111,0,0,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0
0.0010189,0.0004804,0,0,0.1111111,0,0,1.209688,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0.1111111,0,0.1111111,0.1111111,0,0,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0
-0.0003926,0.0004686,0,0,0.1111111,0,0,1.215206,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0
-0.0009713,0.0004663,0,0,0.1111111,0,0,1.216293,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0,0.1111111,0.1111111,0,0.1111111,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0
-0.0013365,0.0004663,0,0,0.1111111,0,0,1.216293,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0,0.1111111,0.1111111,0,0.1111111,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0
-3.29E-06,4.69E-04,0,0,0.1111111,0,0,1.215206,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0.1111111,0.1111111,0,0,0,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0.1111111
-0.0009829,0.0004663,0,0,0.1111111,0,0,1.216293,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0,0.1111111,0.1111111,0,0,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0.1111111
-0.0024524,0.0004663,0,0,0.1111111,0,0,1.216293,0.395942,0.5555556,0.1111111,0,0.0204444,0.1111111,0,0.1111111,0.1111111,0,0,0.1111111,0,0,0.1111111,0.1111111,0,0,0,0.2162122,0,1.055556,0.1111111,0.1111111,0,0,0,0.1111111
0.0004714,0.0002381,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0,0,0.125,0,0.0119048,0,0,0,0
0.00045,0.0002381,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0,0,0.125,0,0.0119048,0,0,0,0
0.0004762,0.0002381,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0,0,0.125,0,0.0119048,0,0,0,0
0.0004572,0.0002381,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0,0,0.125,0,0.0119048,0,0,0,0
0.0010491,0.0002374,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0,0,0.125,0.0119048,0.0119048,0,0,0,0
0.0008532,0.0002377,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0,0,0.125,0.0119048,0.0119048,0,0,0,0
-0.0004663,0.0002379,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0.0119048,0,0
-0.000433,0.0002379,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0.0119048,0,0
-0.0004592,0.0002379,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0.0119048,0,0
-0.0004259,0.0002379,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0.0119048,0,0
-0.0004521,0.0002379,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0,0.0119048,0,0
-0.0002737,0.000238,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0,0.0119048,0,0
-0.000119,0.0002381,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0.0119048
-0.0001309,0.0002381,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0.0119048
-0.000119,0.0002381,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0.0119048
-0.0001333,0.0002381,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0.0119048
0.0000381,0.0002381,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0,0,0,0.0119048
-0.0001095,0.0002381,0,0,0.0119048,0,0,0.0931434,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0,0,0,0.0119048
0.0005427,0.000238,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0.0119048,0,0,0
0.0005522,0.000238,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0.0119048,0,0,0
0.0005451,0.000238,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0.0119048,0,0,0
0.0005594,0.000238,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0.0119048,0,0,0
0.0010256,0.0002374,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0.0119048,0,0,0
0.0012606,0.0002369,0,0,0.0119048,0,0,0.0931243,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0.0119048,0,0,0
-0.0005852,0.0002379,0,0,0.0119048,0,0,0.0931339,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0
-0.0005971,0.0002379,0,0,0.0119048,0,0,0.0931339,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0
-0.0005663,0.0002379,0,0,0.0119048,0,0,0.0931339,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0
-0.0005615,0.0002379,0,0,0.0119048,0,0,0.0931339,0.0389886,0.0357143,0,0,0.0035357,0,0.0119048,0,0,0,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0,0.0119048,0,0,0,0
-0.0011733,0.000237,0,0,0.0119048,0,0,0.0931339,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0,0,0,0
-0.0020825,0.0002345,0,0,0.0119048,0,0,0.0931339,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0,0.0119048,0,0,0.0119048,0.0119048,0.0119048,0,0,0,0,0.125,0.0119048,0.0119048,0,0,0,0
0.0003976,0.0000904,0,0,0,0.0119048,0,0.1161955,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0003254,0.0000904,0,0,0,0.0119048,0,0.1161955,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0003164,0.0000904,0,0,0,0.0119048,0,0.1161955,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0002712,0.0000904,0,0,0,0.0119048,0,0.1161955,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0001356,0.0000904,0,0,0,0.0119048,0,0.1161955,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.000217,0.0000904,0,0,0,0.0119048,0,0.1161955,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0002671,0.0000954,0,0,0,0.0119048,0,0.1149156,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0001431,0.0000954,0,0,0,0.0119048,0,0.1149156,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0001908,0.0000954,0,0,0,0.0119048,0,0.1149156,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0003052,0.0000954,0,0,0,0.0119048,0,0.1149156,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0001336,0.0000954,0,0,0,0.0119048,0,0.1149156,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.000248,0.0000954,0,0,0,0.0119048,0,0.1149156,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0,0,0,0,0
0.0002694,0.0001078,0,0,0,0.0119048,0,0.1120093,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0
0.0000323,0.0001078,0,0,0,0.0119048,0,0.1120093,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0
0.0001832,0.0001078,0,0,0,0.0119048,0,0.1120093,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0
0.0002263,0.0001078,0,0,0,0.0119048,0,0.1120093,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0
0.0000216,0.0001078,0,0,0,0.0119048,0,0.1120093,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0
0.0001186,0.0001078,0,0,0,0.0119048,0,0.1120093,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0.0119048,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0
0.0000625,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0.0119048,0,0
-0.0001978,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0.0119048,0,0
-0.0000833,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0.0119048,0,0
0.0000104,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0.0119048,0,0
-0.0003539,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0.0119048,0,0
-0.0002082,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0.0119048,0,0
0.0003911,0.0001057,0,0,0,0.0119048,0,0.112467,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0.0119048
0.0004544,0.0001057,0,0,0,0.0119048,0,0.112467,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0.0119048
0.0003699,0.0001057,0,0,0,0.0119048,0,0.112467,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0.0119048
0.0004333,0.0001057,0,0,0,0.0119048,0,0.112467,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0.0119048
0.0005915,0.0001056,0,0,0,0.0119048,0,0.112467,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0.0119048
0.0004755,0.0001057,0,0,0,0.0119048,0,0.112467,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0,0,0,0.0119048
0.0003331,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0.0119048,0,0,0
0.0001041,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0.0119048,0,0,0
0.0001874,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0.0119048,0,0,0
0.0001145,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0.0119048,0,0,0
-0.000177,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0.0119048,0,0,0
-0.0000521,0.0001041,0,0,0,0.0119048,0,0.1128333,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0.0119048,0.0119048,0,0,0
-0.000458,0.0000864,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
-0.0004407,0.0000864,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
-0.0002939,0.0000864,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
-0.0007078,0.0000863,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
-0.0006132,0.0000864,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
-0.0004235,0.0000864,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
-0.0005097,0.0000864,0,0,0,0.0119048,0,0.1172579,0.0389886,0.0357143,0,0,0.0035357,0,0,0,0,0,0.0119048,0,0,0,0.0119048,0.0119048,0.0119048,0,0,0.0295822,0,0.0714286,0,0,0,0,0,0
