PCC,SE PCC,dummies,Zscore,NPL,profitability,profit_volat,lnobs,citations,firstpub,DtoD,quadratic,Lerner,Boone,Hstatistic,Concentration,HHI,developed,undeveloped,GMM,2SLS,Logit,FE,RE,OLS,endogeneity,macro,someAveraged,T,sampleyear,reviewed_journal,regulation,global,ownership,IFrecursive,capitalization
-0.069597832,0.031769264,1,0,0,0,0,6.90475077,0.398011002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.772588722,0,0,0,1,0,0.029,0
-0.0684992,0.033090001,1,0,0,0,0,6.896694332,0.398011002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.772588722,0,0,0,1,0,0.029,0
-0.06261793,0.03297609,1,0,0,0,0,6.831953566,0.398011002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.772588722,0,0,0,1,0,0.029,0
-0.069799425,0.037099694,1,0,0,0,0,6.598509029,0.398011002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.772588722,0,0,0,1,0,0.029,0
-0.068961414,0.038861732,1,0,0,0,0,6.507277712,0.398011002,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2.772588722,0,0,0,1,0,0.029,0
-0.063443212,0.031944736,1,0,0,0,0,6.894670039,0.398011002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.772588722,0,0,0,1,0,0.029,0
-0.02996477,0.021698627,1,0,0,0,0,7.66293785,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.031429459,0.02169765,1,0,0,0,0,7.66293785,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.031213831,0.021697797,1,0,0,0,0,7.66293785,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.030136826,0.021698514,1,0,0,0,0,7.66293785,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.029120708,0.021699168,1,0,0,0,0,7.66293785,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.688879454,0,1,1,0,0,0.26,0
-0.026858786,0.021845146,1,0,0,0,0,7.649692624,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.688879454,0,1,1,1,0,0.26,0
-0.09035079,0.022587698,0,0,0,1,0,7.5750717,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,0,0,0.26,0
-0.09035079,0.022587698,0,0,0,1,0,7.5750717,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,0,0,0.26,0
-0.080988889,0.022629248,0,0,0,1,0,7.574558484,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.080988889,0.022629248,0,0,0,1,0,7.574558484,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.010742756,0.022679152,0,0,0,0,0,7.5750717,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,0,0,0.26,0
-0.010742756,0.022679152,0,0,0,0,0,7.5750717,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,0,0,0.26,0
-0.000136223,0.02270383,0,0,0,0,0,7.574558484,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.000136223,0.02270383,0,0,0,0,0,7.574558484,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.5736193,0.018375945,0,0,0,1,0,7.597897951,0.527811466,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.515604269,0.019265484,0,0,0,0,0,7.593374193,0.527811466,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.032154399,0.026202569,1,0,0,0,0,7.285506549,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.031656399,0.026202986,1,0,0,0,0,7.285506549,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.105761482,0.027225728,0,0,0,1,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.105761482,0.027225728,0,0,0,1,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.084859958,0.027311251,0,0,0,1,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.084859958,0.027311251,0,0,0,1,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.004258961,0.027379036,0,0,0,0,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.004258961,0.027379036,0,0,0,0,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.013703774,0.027407548,0,0,0,0,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.013703774,0.027407548,0,0,0,0,0,7.199678346,0.527811466,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.663561646,0,1,1,1,0,0.26,0
-0.538424677,0.022733486,0,0,0,1,0,7.230563153,0.527811466,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.367720618,0.025337829,0,0,0,0,0,7.210818453,0.527811466,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.033697908,0.038756313,1,0,0,0,0,6.50578406,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.033220228,0.038756933,1,0,0,0,0,6.50578406,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.688879454,0,1,0,0,0,0.26,0
-0.050272083,0.040604375,0,0,0,1,0,6.413458957,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.050272083,0.040604375,0,0,0,1,0,6.413458957,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.092001186,0.040651687,0,0,0,1,0,6.408528791,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.092001186,0.040651687,0,0,0,1,0,6.408528791,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.060870588,0.040580392,0,0,0,0,0,6.413458957,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.060870588,0.040580392,0,0,0,0,0,6.413458957,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.025115047,0.040811952,0,0,0,0,0,6.408528791,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.025115047,0.040811952,0,0,0,0,0,6.408528791,0.527811466,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.159396161,0.040102856,0,0,0,1,0,6.418364936,0.527811466,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.10783273,0.039798614,0,0,0,0,0,6.447305863,0.527811466,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.663561646,0,1,0,1,0,0.26,0
-0.028153455,0.00736038,0,0,0,0,0,9.822494393,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.032395591,0.009967874,0,0,0,0,0,9.215725844,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.025947542,0.008108607,0,0,0,0,0,9.628984915,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,1
-0.030989841,0.008761315,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
0.032072413,0.008761015,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
0.005697499,0.008765382,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
0.008032726,0.008765242,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.024670404,0.008762857,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
0.024743193,0.008762841,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.010001514,0.008765086,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
0.009861446,0.008765098,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.037308915,0.008759422,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.032208254,0.008760977,0,0,0,0,0,9.527338499,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.019853686,0.008583659,0,0,0,0,0,9.566755282,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.025785074,0.010183209,0,0,0,0,0,9.245224774,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.035204139,0.008919838,0,0,0,0,0,9.493336482,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.030136368,0.008921316,0,0,0,0,0,9.493336482,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.03820199,0.00904289,0,0,0,0,0,9.467228129,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.032459929,0.009044727,0,0,0,0,0,9.467228129,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.019095719,0.008735114,0,0,0,0,0,9.533799736,2.63905733,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.833213344,11.5,1,0,0,0,0.122,0
-0.164992847,0.023202119,1,0,0,0,0,7.50659178,1.039720771,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.564949357,11,1,1,1,0,0.175,0
-0.075062909,0.025518405,0,0,0,0,0,7.339537695,1.039720771,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.564949357,11,1,1,1,0,0.175,0
-0.146226999,0.023284554,1,0,0,0,0,7.505492275,1.039720771,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.564949357,11,1,1,1,0,0.175,0
-0.055790793,0.025567492,0,0,0,0,0,7.33823815,1.039720771,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.564949357,11,1,1,1,0,0.175,0
-0.16872794,0.023200092,1,0,0,0,0,7.505492275,1.039720771,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.564949357,11,1,1,1,0,0.175,0
-0.093992887,0.025494009,0,0,0,0,0,7.33823815,1.039720771,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.564949357,11,1,1,1,0,0.175,0
-0.024304491,0.043424393,0,0,1,0,0,6.28785856,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
0.908195155,0.02035045,0,0,1,0,0,6.06610809,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
-0.08040162,0.043053585,0,0,1,0,0,6.298949247,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
0.853742348,0.025437649,0,0,1,0,0,6.056784013,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
0.008146038,0.045173896,0,0,1,0,0,6.210600077,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
0.006463495,0.050897597,0,0,1,0,0,5.976350909,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
-0.395609468,0.037842789,0,1,0,0,0,6.390240667,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
-0.002954698,0.046777823,0,1,0,0,0,6.139884552,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.302585093,17,1,0,1,0,0.005,0
-0.058805541,0.050744888,0,0,1,0,0,5.978885765,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
0.208114857,0.056098134,0,0,1,0,0,5.743003188,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
-0.033172059,0.050804881,0,0,1,0,0,5.978885765,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
0.247983523,0.05556244,0,0,1,0,0,5.743003188,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
0.02356739,0.051694407,0,0,1,0,0,5.945420609,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
-0.00148135,0.05842056,0,0,1,0,0,5.707110265,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
-0.149518615,0.052927051,0,1,0,0,0,5.874930731,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
-0.001601197,0.055131714,0,1,0,0,0,5.81711116,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079441542,18,1,0,1,0,0.005,0
0.027318612,0.008429743,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.110590811,0.008381163,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.066133345,0.008414429,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.034619248,0.008429034,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.053005919,0.008422233,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.014578858,0.008433194,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.020018597,0.008443218,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.084687991,0.008414572,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.07443875,0.00842148,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.014851874,0.008445183,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.067328442,0.008426949,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.057403653,0.008432187,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.055103453,0.009261085,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.214665857,0.00905895,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.196960688,0.009093489,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.049699637,0.008423667,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.062591556,0.008417553,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.018066254,0.008432713,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.029634565,0.008442405,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.074214516,0.008422823,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.066348289,0.008427504,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.057872696,0.009259631,0,1,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.258647296,0.00895956,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.233434642,0.009018927,0,1,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.033713585,0.008428396,0,0,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.01447546,0.008432307,0,0,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.002507157,0.008433164,0,0,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.019804306,0.008431536,0,0,0,0,0,9.55180015,0.98781093,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.022079407,0.008431134,0,0,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
0.007666311,0.008432942,0,0,0,0,0,9.55180015,0.98781093,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.397895273,11.5,1,0,0,0,0.446,0
-0.007173057,0.006940919,1,0,0,0,0,9.94227548,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005783791,0.007184834,1,0,0,0,0,9.873286044,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005588399,0.007392501,1,0,0,0,0,9.816348895,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005775905,0.007595711,1,0,0,0,0,9.762096784,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.791759469,12,1,0,0,0,0.174,0
-0.007853303,0.006941051,1,0,0,0,0,9.94227548,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.006208925,0.007185001,1,0,0,0,0,9.873286044,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.006063176,0.007392683,1,0,0,0,0,9.816348895,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.00608093,0.007595916,1,0,0,0,0,9.762096784,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.791759469,12,1,0,0,0,0.174,0
-0.007126969,0.006941089,1,0,0,0,0,9.94227548,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005763397,0.00718502,1,0,0,0,0,9.873286044,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005594478,0.007392703,1,0,0,0,0,9.816348895,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005760914,0.00759593,1,0,0,0,0,9.762096784,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.791759469,12,1,0,0,0,0.174,0
-0.007106139,0.00694109,1,0,0,0,0,9.94227548,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005735412,0.007185021,1,0,0,0,0,9.873286044,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.00556433,0.007392704,1,0,0,0,0,9.816348895,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005731828,0.007595932,1,0,0,0,0,9.762096784,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.791759469,12,1,0,0,0,0.174,0
-0.008092995,0.006940703,1,0,0,0,0,9.94227548,0.922219864,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.007956287,0.007184541,1,0,0,0,0,9.873286044,0.922219864,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.007534289,0.007392205,1,0,0,0,0,9.816348895,0.922219864,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.007342233,0.007595414,1,0,0,0,0,9.762096784,0.922219864,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.791759469,12,1,0,0,0,0.174,0
-0.005546499,0.006940824,1,0,0,0,0,9.94227548,0.922219864,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.005009781,0.007184678,1,0,0,0,0,9.873286044,0.922219864,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.004725617,0.007392332,1,0,0,0,0,9.816348895,0.922219864,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.004675474,0.007595535,1,0,0,0,0,9.762096784,0.922219864,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.791759469,12,1,0,0,0,0.174,0
-0.000513809,0.00694093,1,0,0,0,0,9.94227548,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.000452169,0.007184768,1,0,0,0,0,9.873286044,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
-0.000446094,0.007392414,1,0,0,0,0,9.816348895,0.922219864,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.945910149,11.5,1,0,0,0,0.174,0
