PCC,SEPCC,dummies,Hstatistic,developed,undeveloped,Logit,lnobs,citations,firstpub,quadratic,Boone,Ifrecursive,regulation,OLS,reviewed_journal,ownership,Concentration,FE,endogeneity,NPL,Lerner,global,HHI,macro,Zscore,RE,T,DtoD,sampleyear,GMM,someAveraged,profit_volat,profitability,SLS,capitalization
0.0005455,0.0004838,0,0,0,0,0,0.2942301,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0010651,0.0004778,0,0,0,0,0,0.2950687,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0015452,0.0004861,0,0,0,0,0,0.2938546,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0008965,0.0005409,0,0,0,0,0,0.2865236,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0008739,0.0004856,0,0,0,0,0,0.2939642,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0017195,0.0005262,0,0,0,0,0,0.288367,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0023526,0.0005316,0,0,0,0,0,0.2875855,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0015874,0.0005631,0,0,0,0,0,0.2837026,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0019122,0.0005099,0,0,0,0,0,0.2905124,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0014357,0.0005757,0,0,0,0,0,0.2821861,0.0221116,0.3448276,0,0,0.000931,0,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0013889,0.0005435,0,0,0,0,0,0.2861651,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
0.0004515,0.0005428,0,0,0,0,0,0.2863021,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0022363,0.0004892,0,0,0,0,0,0.2933358,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0001753,0.0004895,0,0,0,0,0,0.2934332,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0017053,0.0005834,0,0,0,0,0,0.2812491,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0000474,0.0005866,0,0,0,0,0,0.280951,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0022605,0.000529,0,0,0,0,0,0.2879296,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
-0.0004132,0.0005312,0,0,0,0,0,0.2877907,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.001825,0.0005426,0,0,0,0,0,0.2862422,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
0.0003967,0.0005427,0,0,0,0,0,0.2863107,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
-0.0020647,0.0004899,0,0,0,0,0,0.2932521,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0,0,0.0671004,0,0.3965517,0.0344828,0,0,0.0344828,0,0
